Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of ??mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?","If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If , what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?
0,1-5,1,,,0,0,,0,5,,,0,0,0,1,,,,,,,,1,"0, 0ne did","1, I was aware of all of them",0ne did,Some did,0,Some of them,"1, all of them","0, at 0ne of my previous employers",,0ne did,Some of them,Maybe,"In usual enterprises do 0t give importance to health or problems from the 'worker'. It is a big wall, still, unhapiness. ",1,"Because it can affect the business, me and him if i am in bad mode.",1,1,,"1, I observed",1,,0,0,,,0,,1,3,,22,Female,Brazil,,Brazil,,Other,Always
0,1-5,1,,0,,0,0,1,4,0,0,0,0,,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,0ne of them,Some of them,Some of my previous employers,"0, at 0ne of my previous employers",,Some of them,0,I would be worried I would 0t get the job. I might also feel embarassed.,0,Same as above,1,1,,Maybe/0t sure,N/A,0,0,0,,,0,,0,,,23,Male,Canada,,Canada,,Front-end Developer,Never
0,More than 1000,1,,0,,1,1,1,2,1,1,0,0,1,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,,"1, all of them","1, at all of my previous employers",Some of my previous employers,0ne did,0ne of them,0,,0,,1,1,2,Maybe/0t sure,1,0,0,0,,,0,,0,0,4,37,Male,Germany,,Germany,,Front-end Developer|Back-end Developer,Never
0,6-25,1,,0,,0,0,,1,0,0,,1,,0,,,,,,,,0,,,,,,,,,,,,1,It would probably be better in the long run.,Maybe,"Depends on the issue, if it would influence my work I would certainly mention it.",0,,4,0,,0,0,0,,,0,,0,,,28,Male,Netherlands,,Netherlands,,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Never
0,100-500,1,,1,1,0,1,1,1,0,0,,1,1,0,,,,,,,,1,Some did,"0, I only became aware later",0ne did,Some did,,"1, all of them","1, all of them","0, at 0ne of my previous employers",Some of my previous employers,0ne did,Some of them,0,It has 0thing to do with my ability to perform my role.,0,"Again, it has 0thing to do with the ability to perform my role. I am 0t my mental illness.",0,0,2,"1, I experienced",0,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,29,Female,United States of America,Pennsylvania,United States of America,Pennsylvania,Other,Always
0,6-25,0,0,,1,0,0,1,4,1,0,0,0,,1,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,0ne did,Some of them,0,"0t unless it was relevant to my job, but I do 0t go after jobs where that could be and I do 0t really have any physical health issues. I would 0t bring up an intention to get pregnant either (which could be considered as such).",0,To avoid stigma.,1,1,3,"1, I observed",Maybe,1,,1,Attention Deficit Hyperactivity Disorder,,1,Attention Deficit Hyperactivity Disorder,0,1,4,23,Female,United States of America,Ohio,United States of America,Ohio,Other|Support|Back-end Developer|Front-end Developer|Designer,Sometimes
0,100-500,1,,,,0,0,1,3,,0,,,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,0ne of them,0ne of them,"0, at 0ne of my previous employers","1, at all of my previous employers",,0ne of them,,,0,,0,,4,0,,,1,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,0,4,33,Male,Sweden,,Sweden,,Front-end Developer|Back-end Developer,Sometimes
0,6-25,1,,0,,0,0,1,1,0,0,1,1,1,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,"1, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,1,I have a (small) physical disability which sometimes affects my work. I guess it's an effective litmus test of the prospective employer's culture.,1,"If a prospective employer is unable to answer questions about their mental health services then you probably don't want to work there. That said, I ack0wledge that that's a fairly privileged position to take and many people don't have that choice.",1,0,5,"1, I experienced",0,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,4,4,38,Male,New Zealand,,New Zealand,,Dev Evangelist/Advocate,Sometimes
0,100-500,1,,,,,,,1,0,0,0,,1,0,,,,,,,,0,,,,,,,,,,,,,,0,,1,,1,0,,0,0,0,,,0,,0,,,40,Male,Italy,,United States of America,New Jersey,Supervisor/Team Lead|Front-end Developer,Never
0,More than 1000,0,1,0,,0,0,,2,0,0,1,,1,0,,,,,,,,0,,,,,,,,,,,,,0n of his/her business,0,0n of his/her business,0,0,5,/0t sure,0,1,1,0,,,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",1,1,4,33,Male,Germany,,Germany,,Back-end Developer|One-person shop,Never
0,100-500,1,,1,1,0,0,,4,,0,0,,,0,,,,,,,,1,Some did,I was aware of some,0ne did,0ne did,,Some of them,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",Some did,Some of them,1,,0,Feel like they would potentially 0t hire because of mental health issues,1,1,4,"1, I observed",1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,4,29,Female,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer,Always
0,6-25,1,,0,,0,0,,3,,0,0,,1,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,1,,0,,1,,2,0,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,3,3,25,Male,Germany,,Germany,,Back-end Developer,Sometimes
0,26-100,1,,0,,0,0,,5,1,1,0,0,0,0,,,,,,,,1,Some did,N/A (0t currently aware),0ne did,0ne did,,"1, all of them","1, all of them","0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,0,That would be career suicide,0,That would be career suicide,1,1,1,"1, I observed",1,,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Substance Use Disorder",,0,,0,0,3,34,Male,United States of America,California,United States of America,California,Back-end Developer,Never
0,6-25,1,,,,0,0,,5,,0,0,0,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,"0, at 0ne of my previous employers",0ne did,"1, all of them",Maybe,"I would have to read the room, it would  depend on how much i feel an employer expects of me.",0,stigma,,0,1,"1, I observed",1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,0,,1,,3,22,Male,United Kingdom,,United Kingdom,,Back-end Developer,Sometimes
0,26-100,1,,0,,0,0,0,4,,,0,0,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,,0ne of them,1,Full disclosure,0,Prejudice ,,,,N/A,,,0,0,,,0,,0,,,29,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never
0,100-500,1,,,0,0,,,4,0,0,,1,1,0,,,,,,,,1,Some did,I was aware of some,0ne did,Some did,"1, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,0,Don't want to be discriminated against,0,Do 0t want to be discriminated against,1,1,4,"1, I experienced",Maybe,,1,0,,,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,31,Female,United States of America,Texas,United States of America,Texas,Support|Back-end Developer,Sometimes
0,100-500,1,,0,,0,0,,5,,0,,,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers",Some of my previous employers,Some did,Some of them,,,0,Because I wouldn't get the job.,1,,4,"1, I experienced",,,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Psychotic Disorder (Schizophrenia, Schizoaffective, etc)|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder|Substance Use Disorder",1,3,4,32,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never
0,1-5,1,,0,,0,0,,1,,,0,0,,1,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,0,denial of job oportunity,0,denial of job,,0,3,0,,0,0,0,,,0,,0,,,29,Male,Romania,,Romania,,Front-end Developer|Back-end Developer,Never
0,1-5,1,,,,1,1,1,1,0,0,1,1,1,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,1,,Maybe,,1,1,4,"1, I observed",1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)|Stress Response Syndromes",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes",1,3,4,37,Male,United Kingdom,,United Kingdom,,Supervisor/Team Lead|Back-end Developer|One-person shop,Always
0,100-500,1,,1,1,0,0,,1,0,0,1,1,0,1,,,,,,,,1,"1, they all did",I was aware of some,"1, they all did","1, they all did",Sometimes,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,0,,0,,,,4,"1, I observed",0,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,0,3,33,Female,United States of America,Maine,United States of America,Maine,Front-end Developer,Always
0,500-1000,0,0,1,1,0,0,1,2,1,,,0,0,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,Maybe,Potential discrimination,0,Potential discrimination,1,1,,Maybe/0t sure,0,1,1,,,Post-traumatic Stress Disorder,1,Post-traumatic Stress Disorder,1,1,3,32,Female,United States of America,California,United States of America,California,Other,Never
0,More than 1000,1,,1,1,,1,1,,,,,,1,0,,,,,,,,1,Some did,N/A (0t currently aware),,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",,Some of them,0,Fear of discrimination,0,Fear of discrimination,1,,2,"1, I observed",1,1,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,1,3,43,Female,United States of America,Maryland,United States of America,Maryland,Executive Leadership,Always
0,6-25,1,,,,0,0,,4,,0,,,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,"0, at 0ne of my previous employers",0ne did,0ne of them,1,If it required hospital treatment or medication. Only feels right they should be aware. ,0,Based on my current employer. They would just see as a reason to take leave or that they can0t push you to the limits it companies like to do for little thanks.,1,0,5,"1, I experienced",N/A,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Stress Response Syndromes",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Stress Response Syndromes",1,3,,42,Male,United Kingdom,,United Kingdom,,DevOps/SysAdmin,Sometimes
0,6-25,1,,0,,0,0,,,,,0,0,0,0,,,,,,,,1,"1, they all did","1, I was aware of all of them",0ne did,0ne did,,0ne of them,0ne of them,Some of my previous employers,Some of my previous employers,"1, they all did",0ne of them,1,"If it will directly impact my ability to perform my duties on some days, then it's only fair to be honest about it.",1,"Same as the physical. If it would impact my performance, it's only fair to be honest about it.",,,4,0,,0,0,0,,,0,,0,,,31,Male,United States of America,Florida,United States of America,Florida,Support|Front-end Developer|Back-end Developer,Sometimes
0,More than 1000,0,1,0,,0,1,1,1,0,0,1,1,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,1,,Maybe,I might be reluctant in an interview as there is still a bit of a stigma...,,,4,"1, I experienced",0,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (A0rexia, Bulimia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,3,33,Male,United Kingdom,,United Kingdom,,Front-end Developer,Sometimes
0,26-100,0,1,1,0,0,0,,5,,0,0,0,0,0,,,,,,,,1,"0, 0ne did","1, I was aware of all of them",0ne did,0ne did,,0ne of them,Some of them,"1, at all of my previous employers","1, at all of my previous employers","1, they all did",0ne of them,Maybe,I need an ergo0mic keyboard (preferably my own) this is a thing I'd absolutely mention during the interview process. I'd be a bit more reticent to discuss my back pain,0,Fear of bias/negative impact on prospects.,1,1,4,Maybe/0t sure,N/A,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",,0,,1,,4,33,Female,United Kingdom,,United Kingdom,,Supervisor/Team Lead|DevOps/SysAdmin|Support|Front-end Developer|Designer|One-person shop,Never
0,6-25,1,,,,0,0,,3,1,,,0,0,1,,,,,,,,0,,,,,,,,,,,,0,As it may inhibit my chances of getting the position.,0,It may inhibit my chances of getting the position.,1,1,3,"1, I observed",Maybe,1,,,,Substance Use Disorder|Obsessive-Compulsive Disorder,0,,0,,,30,Male,United Kingdom,,United Kingdom,,Front-end Developer,Sometimes
0,26-100,0,1,0,,0,0,,4,,0,,0,,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,"1, always",Some of them,0ne of them,Some of my previous employers,"0, at 0ne of my previous employers",0ne did,Some of them,Maybe,I wouldn't want to attach a negative stigma to myself during an interview,0,I wouldn't want to attach a negative stigma to myself,,,2,"1, I experienced",Maybe,1,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,27,Male,United Kingdom,,United Kingdom,,Front-end Developer|Designer,Never
0,100-500,1,,,,0,0,,4,,0,,0,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",,0ne of them,Maybe,Would depend entirely on the attitude of the person on the other side of the table,0,Risk of a negative reaction,,0,2,"1, I experienced",N/A,1,1,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,46,Male,Germany,,Germany,,Back-end Developer,Sometimes
0,100-500,1,,,,0,0,1,2,0,0,1,1,1,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,Some of them,Some of my previous employers,Some of my previous employers,,0ne of them,1,If its is relevant.,1,If its relevant.,,,4,0,,0,1,,,Addictive Disorder,0,,0,3,4,30,Male,Estonia,,Estonia,,Back-end Developer,Sometimes
0,26-100,1,,0,,0,0,,5,1,,0,0,0,1,,,,,,,,0,,,,,,,,,,,,Maybe,"Might reduce my chances of getting hired, even though I don't expect them to ever officially name it as a reason for my application being turned down.",0,"Might reduce my chances of getting hired, even though I don't expect them to ever officially name it as a reason for my application being turned down.",1,1,4,"1, I experienced",,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Post-traumatic Stress Disorder|Stress Response Syndromes|Autism spectrum disorder",,1,autism spectrum disorder,1,,4,31,Male,Netherlands,,Netherlands,,Back-end Developer|DevOps/SysAdmin,Never
0,6-25,1,,0,,0,0,,3,,0,,,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,Some did,,,Some of them,Some of my previous employers,,,Some of them,1,"They would provable need to k0w, to Judge if I can do my job or 0t. ",1,"Stigma, mainly. ",,,4,/0t sure,1,0,,0,,,0,,1,,,38,Male,United Kingdom,,United Kingdom,,Back-end Developer,Always
0,More than 1000,0,1,,,1,0,,1,0,0,0,0,1,0,,,,,,,,0,,,,,,,,,,,,0,,0,,0,,1,0,,,0,1,"Transgender|Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",,0,,1,1,4,24,Male,Sweden,,Sweden,,Back-end Developer|One-person shop,Sometimes
0,More than 1000,0,1,1,1,,1,1,2,,0,,1,,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,,0ne of them,0,"I don't feel that it is their business and although they should 0t take it into consideration when hiring, let's be honest, they do.",0,"Same as physical: I don't feel that it is their business and although they should 0t take it into consideration when hiring, let's be honest, they do.",,,4,0,,,0,0,,,0,,0,,,34,Female,United States of America,Texas,United States of America,Texas,Front-end Developer,Never
0,6-25,1,,,,0,0,0,4,0,0,0,1,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,Maybe,they might think i'd be a high-maintenance or expensive hire,Maybe,"it would depend on the severity of the condition, and to what extent it would affect my capability to work",,0,,Maybe/0t sure,Maybe,,1,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Addictive Disorder",0,,1,,,28,Male,United Kingdom,,United Kingdom,,Front-end Developer,Never
0,More than 1000,0,1,,,0,0,,2,,0,1,1,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",,"1, all of them",Maybe,,Maybe,,0,0,4,"1, I observed",0,1,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,3,24,Other,United Kingdom,,United Kingdom,,Back-end Developer|Front-end Developer,Sometimes
0,100-500,1,,,,1,0,,4,,0,0,0,,0,,,,,,,,1,Some did,"1, I was aware of all of them",0ne did,Some did,"1, always","1, all of them",0ne of them,"0, at 0ne of my previous employers",Some of my previous employers,0ne did,0ne of them,0,"I feel they would be likely to weigh it against me in considering me for the job, whether intentionally/consciously or 0t.",0,"I feel they would definitely weigh it against me in considering me for the job, whether intentionally/consciously or 0t.",1,,4,"1, I experienced",N/A,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,4,31,Other,Switzerland,,Switzerland,,Back-end Developer,Never
0,6-25,1,,,0,0,1,1,,0,0,0,1,1,1,,,,,,,,1,Some did,I was aware of some,Some did,Some did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",,Some of them,0,Because I don't trust insurance companies.,0,Because I try 0t to let it affect my work. ,1,0,2,0,,1,1,1,,,0,,0,,4,40,Female,United States of America,Oregon,United States of America,Oregon,Other,Always
